Name,Release_Year,Genres,Review_Score,Avg_Main_Story,Avg_Main_+_Extras,Avg_Completionist,Avg_All_PlayStyles,Speedrun_Avg,Speedrun_Fastest,Speedrun_Slowest,Primary_Genre
Teenage Mutant Ninja Turtles: Shredder's Revenge,2022.0,"Beat em Up, Fighting",79,2.82,3.95,18.3,3.57,,,,Beat em Up
Pathfinder: Kingmaker,2018.0,"Isometric, Real-Time, Turn-Based, Role-Playing",76,77.57,133.45,208.28,141.3,3.05,1.8,3.75,Isometric
Helltaker,2020.0,,74,1.07,1.42,1.77,1.47,0.25,0.2,0.32,
A Way Out,2018.0,"Action, Adventure",77,,,,,,,,Adventure
Darkwood,2017.0,"Top-Down, Horror, Role-Playing, Survival",82,18.92,28.88,47.48,27.17,,,,Horror
Orwell,2016.0,Simulation,74,4.67,6.17,9.87,5.8,,,,Simulation
Tomb Raider: Underworld,2008.0,"Third-Person, Action, Adventure, Platform",70,9.72,12.22,19.33,11.5,3.55,0.33,8.35,Adventure
Forza Horizon 5,2021.0,"Open World, Racing/Driving",85,20.47,42.9,109.6,41.42,,,,Racing/Driving
Dead by Daylight,2016.0,"First-Person, Third-Person, Stealth, Survival",70,,,,,,,,Stealth
Amnesia: Rebirth,2020.0,"First-Person, Horror",69,8.6,10.95,13.15,9.85,,,,Horror
Metroid Dread,2021.0,"Side, Scrolling, Action, Platform",88,9.15,11.47,13.72,11.35,3.12,1.63,4.87,Action
Broken Age: The Complete Adventure,2014.0,"Point-and-Click, Adventure",72,10.47,11.62,13.95,11.33,1.73,0.83,4.27,Adventure
Planet Coaster,2016.0,Simulation,76,26.82,47.23,74.83,52.12,,,,Simulation
The Stanley Parable: Ultra Deluxe,2022.0,,83,2.32,5.63,10.55,6.0,0.58,0.07,1.12,
Call of Duty 4: Modern Warfare,2007.0,"First-Person, Shooter",81,6.78,9.68,16.43,8.0,2.72,1.45,5.23,Shooter
LEGO Marvel Super Heroes,2013.0,"Action, Adventure",76,12.67,25.67,40.8,28.3,,,,Adventure
Age of Wonders III,2014.0,"Top-Down, Turn-Based, Strategy",62,26.2,71.7,133.0,49.55,,,,Top-Down
Overcooked 2,2018.0,Simulation,80,6.87,12.67,24.95,11.93,,,,Simulation
Yoku's Island Express,2018.0,Platform,79,5.65,8.08,11.47,8.28,0.22,0.1,0.4,Platform
Wizard of Legend,2018.0,"Action, Adventure",71,8.77,18.23,24.7,16.73,,,,Adventure
Kingdom Two Crowns,2018.0,,76,28.62,31.08,72.32,34.27,,,,
Jet Set Radio,2000.0,"Action, Platform",75,6.88,9.85,20.7,9.07,1.08,1.08,1.08,Action
LEGO The Hobbit,2014.0,"Third-Person, Action, Adventure, Puzzle",69,9.0,16.8,38.18,22.3,,,,Adventure
The Talos Principle,2014.0,"First-Person, Adventure, Puzzle",85,15.92,21.88,29.57,22.13,1.83,0.18,2.93,Adventure
Tales from the Borderlands,2014.0,"Third-Person, Point-and-Click, Adventure",83,10.65,11.05,11.93,11.22,,,,Adventure
Ratchet & Clank: Rift Apart,2021.0,"Action, Platform",86,11.1,14.68,18.72,15.9,,,,Action
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2019.0,"Third-Person, Turn-Based, Adventure, Role-Playing",88,58.27,91.02,133.65,84.92,,,,Adventure
Children of Morta,2019.0,"Action, Roguelike",80,14.6,18.8,28.72,18.62,,,,Action
A Short Hike,2019.0,Adventure,83,1.52,2.18,4.57,2.33,0.18,0.18,0.18,Adventure
Super Mario Galaxy,2007.0,"Third-Person, Adventure",90,13.73,22.18,36.87,21.6,3.8,2.78,4.68,Adventure
Graveyard Keeper,2018.0,"Role-Playing, Simulation",75,44.92,56.6,71.27,57.52,,,,Role-Playing
Phasmophobia,2020.0,"First-Person, Virtual Reality, Horror",72,19.55,37.23,74.72,31.17,,,,Horror
Star Wars Jedi Knight: Jedi Academy,2003.0,"First-person shooter, Third-person shooter",78,10.05,11.57,13.78,11.05,,,,First-person shooter
Pokémon Sword and Shield,2019.0,Role-Playing,70,26.08,48.3,109.95,47.23,8.15,6.5,9.68,Role-Playing
LEGO Star Wars: The Complete Saga,2007.0,"Top-Down, Action, Adventure, Platform",79,13.63,25.02,40.82,26.77,3.25,2.8,3.52,Adventure
Yooka-Laylee,2017.0,"Action, Adventure, Platform",68,15.6,21.1,24.72,21.53,0.2,0.2,0.2,Adventure
The Messenger,2018.0,"Side, Scrolling, Action, Platform",84,11.92,14.58,16.05,14.43,0.7,0.7,0.7,Action
Lara Croft and the Temple of Osiris,2014.0,"Action, Platform, Puzzle",68,5.38,7.23,14.03,6.9,,,,Action
Final Fantasy X/X-2 HD Remaster,2013.0,"Turn-Based, Compilation, Role-Playing",84,50.82,87.0,160.37,85.7,,,,Turn-Based
Lost Ark,2022.0,"Massively Multiplayer, Role-Playing",68,37.72,232.13,1011.5,186.72,,,,Massively Multiplayer
Fallout 76,2018.0,"First-Person, Third-Person, Action, Role-Playing",56,33.08,112.57,326.88,148.97,,,,Action
The Legend of Zelda: Link's Awakening,2019.0,"Top-Down, Action, Adventure",83,13.95,16.8,21.47,16.63,,,,Adventure
Final Fantasy XIII,2009.0,Role-Playing,72,48.15,62.83,107.28,62.82,31.3,19.97,40.0,Role-Playing
Battlefield 1,2016.0,"First-Person, Shooter",76,6.8,9.9,25.53,8.63,3.88,3.75,4.02,Shooter
Beyond: Two Souls,2013.0,"Adventure, Interactive Art",73,10.73,12.8,28.4,12.42,7.75,7.75,7.75,Adventure
Factorio,2020.0,"Top-Down, City-Building, Management, Strategy/Tactical",88,50.3,104.37,244.53,86.13,5.43,1.75,7.92,Top-Down
Greedfall,2019.0,"Action, Role-Playing",70,23.33,42.63,52.92,42.18,,,,Action
Mafia III: Definitive Edition,2020.0,"Third-Person, Action, Adventure",66,25.28,41.13,67.03,40.05,,,,Adventure
Mario Kart 8 Deluxe,2017.0,Racing/Driving,86,6.32,23.83,53.05,25.85,,,,Racing/Driving
Bloons TD 6,2018.0,,76,32.37,135.3,496.88,122.62,,,,
Alan Wake's American Nightmare,2012.0,"Third-Person, Action, Horror, Shooter, Survival",67,3.68,4.78,8.62,4.53,1.3,0.92,2.0,Horror
Gone Home,2013.0,"First-Person, Adventure",72,1.97,2.57,3.12,2.35,0.05,0.0,0.67,Adventure
Call of Duty: Black Ops III,2015.0,"First-Person, Shooter",67,8.97,15.6,96.05,15.67,,,,Shooter
House Flipper,2018.0,"First-Person, Virtual Reality, Simulation",70,12.03,31.23,35.78,26.45,,,,Virtual Reality
The Binding of Isaac: Rebirth,2014.0,"Top-Down, Action, Roguelike",85,5.72,98.2,305.82,132.98,0.28,0.25,0.33,Action
Crysis,2007.0,"First-Person, Shooter",76,9.97,12.12,13.17,10.88,5.93,4.12,7.83,Shooter
Mafia II,2010.0,"Third-Person, Action, Adventure, Shooter",80,12.22,16.93,32.58,15.38,5.35,5.35,5.35,Adventure
Thief,2014.0,"First-Person, Action, Adventure, Stealth",65,11.33,23.0,47.32,20.0,4.83,1.3,9.0,Adventure
Fez,2012.0,"Side, Platform, Puzzle",80,5.9,8.5,12.25,9.1,1.08,0.47,1.7,Platform
Satisfactory,2020.0,"City-Building, Open World",83,93.02,139.08,224.27,144.92,,,,City-Building
Guacamelee!: Super Turbo Championship Edition,2014.0,"Beat em Up, Platform",79,7.07,10.33,16.25,9.95,4.2,3.08,5.07,Platform
Dirt Rally,2015.0,"Racing, Simulation",76,28.3,70.7,164.32,63.67,,,,Racing
The Evil Within,2014.0,"Third-Person, Horror, Shooter, Survival",75,15.7,20.5,41.28,18.57,4.13,3.27,4.65,Horror
Assassin's Creed: Rogue,2014.0,"Action, Adventure, Stealth",72,10.9,23.25,39.95,22.17,6.18,4.33,7.88,Adventure
PlayerUnknown's Battlegrounds,2017.0,"Third-Person, Shooter",65,,,,,,,,Shooter
Monaco: What's Yours is Mine,2013.0,"Action, Tactical",68,8.65,17.13,34.5,16.68,,,,Action
Divinity: Original Sin - Enhanced Edition,2015.0,"Top-Down, Real-Time, Turn-Based, Role-Playing",81,62.07,85.85,106.72,85.57,2.5,2.42,2.58,Top-Down
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,2020.0,"Third-Person, Action, Adventure, Platform",72,8.68,11.08,14.27,12.15,1.78,0.03,3.52,Adventure
Persona 5 Strikers,2020.0,"Third-Person, Action, Hack and Slash, Role-Playing",83,35.68,46.7,70.8,48.42,,,,Action
Supraland,2018.0,"First-Person, Adventure, Puzzle",79,12.95,17.7,23.65,18.93,1.75,1.75,1.75,Adventure
Scarlet Nexus,2021.0,"Action, Role-Playing",74,24.75,36.3,62.92,35.58,,,,Action
The Sims 4,2014.0,Simulation,72,21.18,79.15,412.9,113.35,,,,Simulation
Tom Clancy's Rainbow Six Siege,2015.0,"First-Person, Shooter, Strategy/Tactical",78,3.65,12.38,54.42,17.13,,,,Shooter
Hitman: Blood Money,2006.0,"Third-Person, Shooter, Strategy/Tactical",82,11.6,16.18,20.27,14.07,0.98,0.47,1.78,Shooter
Dragon Age: Origins - Ultimate Edition,2010.0,Role-Playing,88,49.5,75.27,109.97,79.55,,,,Role-Playing
Plague Inc: Evolved,2016.0,Simulation,70,4.08,14.78,53.52,12.67,,,,Simulation
Need For Speed Heat,2019.0,"Third-Person, Racing/Driving",69,13.43,25.4,50.08,25.52,,,,Racing/Driving
Control,2019.0,"Third-Person, Action, Adventure, Shooter",80,11.7,19.35,29.42,18.52,1.37,1.37,1.37,Adventure
Final Fantasy VIII,1999.0,Role-Playing,80,39.78,55.45,79.97,55.03,16.55,7.83,38.72,Role-Playing
The Binding of Isaac,2011.0,"Action, Role-Playing, Shooter",77,11.73,53.43,144.03,57.43,0.22,0.13,0.33,Shooter
Superliminal,2019.0,"First-Person, Puzzle",77,2.67,3.93,9.53,3.22,0.57,0.33,0.97,Puzzle
Danganronpa: Trigger Happy Havoc,2010.0,"First-Person, Point-and-Click, Adventure, Visual Novel",82,25.28,31.87,46.08,30.05,13.35,8.3,18.42,Adventure
Heavy Rain,2010.0,"Adventure, Interactive Art",78,9.93,12.22,21.8,11.5,3.5,3.5,3.5,Adventure
Life Is Strange: Before the Storm,2017.0,"Third-Person, Adventure",77,9.93,11.72,13.17,11.73,,,,Adventure
God of War III,2010.0,"Action, Adventure, Hack and Slash",84,9.87,11.28,17.92,11.12,6.0,1.25,9.33,Adventure
Magicka,2011.0,"Action, Adventure",70,10.8,16.68,50.3,14.78,2.47,1.67,4.0,Adventure
Human: Fall Flat,2016.0,Adventure,71,6.1,11.1,22.02,9.95,1.23,1.0,1.67,Adventure
Counter-Strike: Source,2004.0,"First-Person, Shooter",76,,,,,,,,Shooter
Unturned,2014.0,First-Person,58,20.88,50.83,117.4,57.03,,,,
Call of Duty: WWII,2017.0,"First-Person, Shooter",71,6.98,9.72,21.25,8.18,,,,Shooter
OMORI,2020.0,"Horror, Role-Playing",88,21.23,29.17,73.42,29.53,,,,Horror
The Callisto Protocol,2022.0,"Action, Adventure, Horror, Survival",70,9.97,11.75,16.1,11.63,,,,Horror
Bayonetta 3,2022.0,"Third-Person, Action, Adventure, Hack and Slash",78,13.35,18.07,48.52,16.02,,,,Adventure
Max Payne,2001.0,"Third-Person, Shooter",82,8.27,9.43,12.03,8.75,2.48,1.37,3.58,Shooter
Wolfenstein: The Old Blood,2015.0,"First-Person, Shooter",74,6.0,8.88,16.65,7.77,,,,Shooter
Mafia II: Definitive Edition,2020.0,"Action, Adventure, Open World, Shooter",75,11.28,16.98,34.73,14.92,,,,Adventure
Sniper Elite 4,2017.0,"First-Person, Third-Person, Shooter",74,10.68,18.22,43.93,16.88,,,,Shooter
Bloodborne,2015.0,"Action, Role-Playing",92,33.8,45.47,79.3,50.25,4.05,0.87,9.32,Action
Resident Evil Zero: HD Remaster,2016.0,"Third-Person, Survival, Survival Horror",70,10.23,13.02,24.18,11.87,2.75,2.37,3.17,Horror
Company of Heroes,2006.0,"Real-Time, Strategy",81,19.7,28.43,87.9,26.05,,,,Real-Time
Brawlhalla,2014.0,"Action, Fighting",63,78.77,118.67,190.07,122.37,,,,Action
Jotun,2015.0,"Top-Down, Action, Adventure",67,5.38,5.8,7.6,5.77,,,,Adventure
Call of Duty: Black Ops,2010.0,"First-Person, Action, Shooter",77,7.25,14.27,18.62,9.27,9.43,3.27,24.6,Shooter
Titan Souls,2015.0,"Top-Down, Real-Time, Action, Adventure, Battle Arena",71,3.17,4.08,7.4,3.83,0.8,0.2,1.12,Adventure
Black Desert,2017.0,"Massively Multiplayer, Role-Playing",63,,,,,,,,Massively Multiplayer
The Evil Within 2,2017.0,"Survival, Survival Horror",80,13.5,18.9,29.18,17.95,3.2,2.83,4.12,Horror
SUPERHOT: MIND CONTROL DELETE,2020.0,"First-Person, Action, Roguelike, Shooter",71,6.85,11.63,15.0,11.63,,,,Shooter
Marvel's Midnight Suns,2022.0,"Role-Playing, Strategy/Tactical",81,36.8,62.77,88.72,62.55,,,,Role-Playing
Fallout 2,1998.0,"Top-Down, Turn-Based, Role-Playing",87,31.08,47.88,84.65,49.38,0.47,0.47,0.47,Top-Down
Hacknet,2015.0,"Text, Real-Time, Simulation",77,7.1,8.92,10.87,8.92,0.52,0.52,0.52,Text
GoldenEye 007,1997.0,"First-Person, Shooter",83,8.78,17.13,22.35,12.98,,,,Shooter
Killing Floor,2009.0,"First-Person, Shooter",72,19.92,55.72,285.27,83.07,0.6,0.6,0.6,Shooter
BattleBlock Theater,2013.0,Platform,76,10.27,17.43,45.68,14.73,1.97,1.97,1.97,Platform
Code Vein,2019.0,"Action, Role-Playing",73,26.67,35.1,61.3,35.85,6.58,4.17,9.0,Action
Grim Dawn,2016.0,"Top-Down, Action, Role-Playing",78,21.75,50.97,193.27,46.92,,,,Action
Forspoken,2023.0,"Action, Adventure, Open World",69,14.98,21.87,47.18,22.3,,,,Adventure
Final Fantasy IX,2000.0,Role-Playing,89,38.7,54.58,83.62,50.47,24.45,3.88,48.0,Role-Playing
For Honor,2017.0,Hack and Slash,66,7.05,10.78,19.27,8.92,3.67,3.67,3.67,Hack and Slash
Viscera Cleanup Detail: Shadow Warrior,2013.0,Action,60,1.62,2.3,2.27,2.1,,,,Action
Watch Dogs 2,2016.0,"Third-Person, Action, Open World, Shooter",76,19.28,32.63,48.43,31.3,,,,Shooter
Pentiment,2022.0,"Side, Adventure",85,14.98,19.53,19.23,17.57,,,,Adventure
Dark Souls: Prepare to Die Edition,2012.0,"Third-Person, Action, Adventure, Role-Playing",91,46.6,65.75,108.52,67.4,4.58,1.27,17.0,Adventure
S.T.A.L.K.E.R.: Shadow of Chernobyl,2007.0,,80,15.33,25.77,45.87,23.3,0.57,0.43,0.75,
Ryse: Son of Rome,2013.0,"Action, Adventure",69,6.52,8.67,21.12,7.7,,,,Adventure
A Story About My Uncle,2014.0,"First-Person, Adventure, Platform",67,3.1,4.65,9.12,3.7,0.88,0.27,1.47,Adventure
F.E.A.R. 3,2011.0,"First-Person, Shooter",61,5.83,8.32,15.32,6.92,2.97,2.13,4.0,Shooter
Plants vs. Zombies,2009.0,Tower Defense,82,8.4,19.63,45.78,20.48,4.25,4.25,4.25,Tower Defense
Shovel Knight,2014.0,"Side, Scrolling, Action, Platform",85,6.83,10.13,18.9,9.12,1.45,0.33,2.75,Action
Sunset Overdrive,2014.0,"Third-Person, Action, Shooter",79,10.2,18.37,35.37,16.42,,,,Shooter
Assassin's Creed III,2012.0,"Action, Adventure",71,16.73,31.85,56.4,28.8,10.63,8.88,15.73,Adventure
Assassin's Creed: Syndicate,2015.0,"Third-Person, Action, Open World, Stealth",73,19.33,34.43,56.63,35.12,,,,Action
DmC: Devil May Cry,2013.0,"Beat em Up, Hack and Slash",76,9.4,12.48,40.05,11.4,3.18,0.97,5.02,Beat em Up
Resident Evil: Revelations 2,2015.0,"Third-Person, Horror, Survival",73,10.5,16.47,40.55,13.88,2.0,1.53,2.5,Horror
F.E.A.R. 2: Project Origin,2009.0,"First-Person, Shooter",72,7.27,9.07,11.0,8.0,,,,Shooter
Far Cry 3: Blood Dragon,2013.0,"First-Person, Action, Open World, Shooter",78,4.7,7.13,9.0,6.9,1.85,0.8,3.93,Shooter
Prison Architect,2015.0,"Top-Down, Point-and-Click, Simulation",73,17.65,46.47,64.58,33.63,,,,Top-Down
Star Wars: Battlefront II,2005.0,"First-Person, Third-Person, Action, Shooter",82,7.83,19.42,57.42,17.12,1.38,1.38,1.38,Shooter
The Elder Scrolls III: Morrowind,2002.0,"First-Person, Third-Person, Action, Hack and Slash, Open World, Role-Playing",85,42.82,113.2,362.0,118.63,2.67,0.05,7.5,Action
Tabletop Simulator,2014.0,"Board Game, Simulation",79,4.37,340.15,1000.07,338.48,,,,Board Game
Shadow Tactics: Blades of the Shogun,2016.0,"Isometric, Real-Time, Stealth, Strategy/Tactical",84,24.82,30.68,58.05,28.18,,,,Isometric
Ni no Kuni: Wrath of the White Witch,2011.0,Role-Playing,84,44.48,57.77,94.42,58.87,,,,Role-Playing
Kirby and the Forgotten Land,2022.0,"Action, Platform",84,10.58,15.78,26.57,17.13,2.03,1.85,2.2,Action
Aperture Desk Job,2022.0,"First-Person, On-Rails, Simulation",73,0.55,0.53,0.55,0.55,,,,On-Rails
Oxenfree,2016.0,Adventure,77,4.48,5.85,13.17,5.7,2.02,1.0,2.75,Adventure
Dishonored: Death of the Outsider,2017.0,"Action, Adventure, Stealth",76,6.55,12.1,18.12,11.25,1.47,1.47,1.47,Adventure
Half-Life: Source,2004.0,,78,11.32,13.15,13.17,11.88,,,,
Gamedec,2021.0,"Isometric, Role-Playing",71,11.67,14.82,16.12,13.63,,,,Isometric
"Warhammer 40,000: Space Marine",2011.0,"Third-Person, Shooter",72,7.72,9.85,21.33,8.68,,,,Shooter
Pillars of Eternity,2015.0,"Top-Down, Real-Time, Role-Playing",79,36.88,65.52,114.2,69.53,,,,Top-Down
Stellaris,2016.0,"Top-Down, Real-Time",80,30.4,67.17,463.23,108.43,,,,Top-Down
Final Fantasy XV: Complete Edition,2018.0,"Third-Person, Action, Open World, Role-Playing",78,28.37,58.85,120.7,56.78,10.23,4.62,15.83,Action
Shadow Tactics: Aiko's Choice,2021.0,"Isometric, Real-Time, Stealth, Strategy/Tactical",81,7.12,9.75,13.03,8.28,,,,Isometric
Tell Me Why,2020.0,"Third-Person, Adventure",73,9.67,11.13,13.48,10.97,,,,Adventure
Hitman: Absolution,2012.0,"Third-Person, Action, Sandbox, Shooter, Stealth",74,12.65,20.92,39.48,17.57,5.05,4.0,6.0,Shooter
Kena: Bridge of Spirits,2021.0,"Third-Person, Action, Adventure, Open World, Platform, Puzzle",79,10.1,14.1,19.43,13.73,,,,Adventure
Slime Rancher,2016.0,"First-Person, Adventure",78,14.32,23.47,40.07,24.53,0.28,0.2,0.48,Adventure
The Last of Us Part I,2022.0,"Third-Person, Action, Adventure, Horror, Shooter, Survival",93,14.18,17.1,22.32,17.42,,,,Horror
Mafia,2002.0,"Third-Person, Action, Adventure, Shooter",84,16.15,18.6,21.18,17.9,,,,Adventure
Kingdom: Classic,2015.0,Strategy,72,7.67,13.87,23.37,13.45,,,,Strategy
Call of Duty: Modern Warfare 2,2009.0,"First-Person, Action, Shooter",80,6.73,10.55,34.32,10.28,2.6,0.87,5.0,Shooter
Crusader Kings II,2012.0,"Real-Time, Strategy/Tactical",80,70.58,239.67,339.17,172.17,,,,Real-Time
Tales of Berseria,2016.0,Role-Playing,81,44.97,69.9,164.63,65.82,14.05,10.55,18.62,Role-Playing
Hell is Others,2022.0,"Top-Down, Shooter",0,,,,,,,,Shooter
The Witness,2016.0,"First-Person, Adventure, Puzzle",79,17.38,25.35,42.17,24.87,,,,Adventure
Layers of Fear,2016.0,"First-Person, Horror",68,3.47,4.87,10.93,4.32,,,,Horror
Don't Starve,2013.0,Adventure,72,31.35,69.65,119.27,56.92,,,,Adventure
Hotline Miami 2: Wrong Number,2015.0,"Top-Down, Action, Shooter",78,8.82,13.38,35.17,11.57,,,,Shooter
SEGA Genesis Classics Collection,2010.0,Compilation,73,11.27,12.08,10.95,11.5,,,,Compilation
LEGO The Lord of the Rings: The Video Game,2012.0,"Action, Adventure, Open World",74,10.17,17.73,33.98,21.3,4.85,4.38,5.32,Adventure
Ori and the Blind Forest,2015.0,"Adventure, Platform",87,8.35,10.6,11.82,10.07,1.98,0.72,3.13,Adventure
Crysis 2,2011.0,,73,9.18,11.95,15.77,10.25,4.0,4.0,4.0,
Trine 2: Complete Story,2013.0,"Side, Scrolling, Action, Adventure, Platform",74,9.33,13.73,34.1,14.97,,,,Adventure
Spiritfarer,2020.0,Adventure,82,25.1,32.1,41.55,34.0,,,,Adventure
Ghostrunner,2020.0,"First-Person, Action",77,6.95,8.9,13.08,8.17,1.65,0.63,2.85,Action
Shadowrun Returns,2013.0,"Top-Down, Action, Role-Playing",73,11.73,14.77,18.6,14.45,6.0,6.0,6.0,Action
Sonic Frontiers,2022.0,"Action, Adventure, Platform",77,16.43,20.93,26.13,22.22,,,,Adventure
Euro Truck Simulator 2,2012.0,"Racing, Simulation",79,48.93,111.87,486.8,169.43,,,,Racing
Soma,2015.0,"First-Person, Survival Horror",82,9.15,11.13,11.48,10.3,3.12,3.12,3.12,Horror
Fable Anniversary,2014.0,"Action, Role-Playing",76,13.48,21.18,33.27,21.73,,,,Action
Dear Esther,2012.0,"First-Person, Interactive Art",64,1.33,1.65,2.38,1.6,0.43,0.32,0.53,Interactive Art
The Darkness II,2012.0,"Action, Shooter",74,6.07,8.35,15.23,7.62,3.32,1.97,4.25,Shooter
Shadow Warrior,2013.0,"First-Person, Shooter",74,12.63,15.53,35.87,14.48,,,,Shooter
Xenoblade Chronicles,2010.0,"Third-Person, Action, Role-Playing",89,59.1,87.48,147.67,83.13,19.73,2.83,60.0,Action
Wolfenstein II: The New Colossus,2017.0,"First-Person, Shooter",78,10.98,17.68,33.95,14.55,1.25,1.25,1.25,Shooter
Signalis,2022.0,"Top-Down, Action, Horror, Puzzle, Survival",83,8.92,10.72,12.28,9.8,,,,Horror
Vampyr,2018.0,"Third-Person, Action, Role-Playing",70,16.62,29.42,42.8,28.9,,,,Action
Half-Life Deathmatch: Source,2005.0,"First-Person, Shooter",62,,,,,,,,Shooter
To the Moon,2011.0,"Adventure, Role-Playing",83,4.2,4.52,4.65,4.38,,,,Adventure
Hyper Light Drifter,2016.0,"Top-Down, Real-Time, Action, Role-Playing",80,8.1,12.47,27.4,11.25,1.35,1.35,1.35,Action
Darksiders II: Deathinitive Edition,2015.0,"Action, Adventure, Role-Playing",75,19.47,30.27,54.37,28.68,,,,Adventure
Sonic Generations,2011.0,"Action, Adventure",77,5.73,10.53,23.17,9.8,1.1,0.98,1.22,Adventure
Max Payne 3,2012.0,"Third-Person, Shooter",80,10.07,13.65,33.57,11.6,4.02,2.75,4.75,Shooter
Total War: Shogun 2,2011.0,Turn-Based,80,28.78,63.58,201.85,57.08,,,,Turn-Based
F.E.A.R.,2005.0,"First-Person, Shooter",79,8.38,10.33,12.18,9.22,5.82,5.82,5.82,Shooter
Saints Row 2,2008.0,"Sandbox, third-person shooter, action-adventure",76,20.02,29.73,49.47,27.65,,,,Sandbox
Katana ZERO,2019.0,"Side, Scrolling, Action, Platform",83,4.73,6.28,11.38,5.53,0.82,0.25,2.5,Action
Sonic Mania,2017.0,"Third-Person, Scrolling, Action, Platform",82,5.93,10.02,20.57,8.58,2.22,2.22,2.22,Action
Amnesia: A Machine for Pigs,2013.0,"First-Person, Survival Horror",63,4.27,5.05,6.33,4.7,,,,Horror
Marvel's Spider-Man,2018.0,"Third-Person, Action, Adventure, Open World",87,16.95,25.6,35.18,27.55,6.18,5.0,7.67,Adventure
Resident Evil: Revelations,2012.0,"Third-Person, Horror, Survival",73,8.55,13.63,34.25,10.72,3.6,1.03,5.93,Horror
Torchlight II,2012.0,"Action, Role-Playing",77,21.35,31.72,81.25,30.7,1.07,1.07,1.07,Action
Minecraft,2011.0,"First-Person, Third-Person, Virtual Reality, Action, Adventure, Open World, Sandbox, Survival",88,89.83,168.53,343.87,179.33,,,,Adventure
The Outer Worlds,2019.0,"First-Person, Role-Playing",77,13.4,27.1,40.67,27.5,2.9,0.27,6.22,Role-Playing
Bloodstained: Ritual of the Night,2019.0,"Side, Action, Platform, Puzzle",79,14.05,20.53,35.28,22.1,1.92,0.47,3.37,Action
Watch Dogs,2014.0,"Third-Person, Action, Adventure, Open World, Sandbox, Shooter, Stealth",71,19.57,34.12,61.98,30.67,7.43,5.38,9.5,Adventure
Far Cry 4,2014.0,"First-Person, Open World, Shooter",76,17.97,32.52,47.38,31.95,3.8,0.22,8.95,Shooter
Grand Theft Auto III,2001.0,"Action, Open World",76,15.22,21.37,40.82,21.28,5.35,1.95,10.37,Action
The Walking Dead: Season 2,2013.0,"Third-Person, Point-and-Click, Adventure, Horror",80,9.32,10.1,10.57,9.88,,,,Horror
Yakuza 3,2009.0,,73,17.25,33.3,108.23,28.4,10.75,10.57,10.93,
ARK: Survival of the Fittest,2016.0,"Massively Multiplayer, Action",50,,,,,,,,Action
Deus Ex: Mankind Divided,2016.0,"First-Person, Action, Role-Playing, Shooter, Stealth",78,15.95,31.28,52.22,31.27,3.23,2.17,4.0,Shooter
No Man's Sky,2016.0,"Action, Adventure, Survival",70,30.73,77.35,187.12,89.45,,,,Adventure
Dead Cells,2017.0,"Action, Platform",82,15.08,31.33,87.97,22.62,0.75,0.63,0.88,Action
Sid Meier's Civilization VI,2016.0,Turn-Based,79,24.67,89.52,420.77,68.98,,,,Turn-Based
Kerbal Space Program,2015.0,Simulation,82,117.67,246.62,455.7,246.3,,,,Simulation
Batman: Arkham Origins,2013.0,"Action, Adventure",75,12.85,22.75,42.17,19.93,5.5,4.0,7.0,Adventure
Dark Souls II: Scholar of the First Sin,2015.0,"Action, Role-Playing",79,36.8,65.05,111.82,64.73,3.98,2.05,8.33,Action
Super Mario Odyssey,2017.0,"Third-Person, Action, Platform",90,13.05,28.83,63.87,30.82,2.22,0.95,5.5,Action
Yakuza Kiwami,2016.0,"Third-Person, Action, Adventure",80,18.05,34.07,82.88,31.6,,,,Adventure
It Takes Two,2021.0,"Third-Person, Action, Adventure, Platform, Puzzle",89,,,,,,,,Adventure
Resident Evil 3,2020.0,"Third-Person, Horror, Survival",75,6.03,7.82,20.68,7.93,1.37,0.72,3.07,Horror
The Walking Dead - A Telltale Games Series,2012.0,"Third-Person, Point-and-Click, Adventure, Horror",87,12.62,14.1,14.83,13.67,10.0,10.0,10.0,Horror
Halo Infinite,2021.0,"First-Person, Open World, Shooter",78,11.38,19.85,26.97,18.15,3.25,2.97,3.83,Shooter
Adios,2021.0,"First-Person, Adventure",68,1.32,1.75,1.92,1.45,,,,Adventure
Final Fantasy VII,1997.0,Role-Playing,89,36.98,52.08,84.85,52.73,15.83,8.55,25.0,Role-Playing
